Aviz_1,Aviz_2,Aviz_3,Aviz_4,Aviz_5,Aviz_6,Aviz_7,Aviz_8,Aviz_9,Aviz_10,Aviz_11,Aviz_12,Aviz_13,Aviz_14,Aviz_15,Aviz_16,Aviz_17,Aviz_18,Aviz_19,Aviz_20,Aviz_21,Aviz_22,Aviz_23,Aviz_24,Aviz_25,Aviz_26,Aviz_27,Aviz_28,Aviz_29,Aviz_30,Aviz_31,Aviz_32,Aviz_33,Aviz_34,Aviz_35,Aviz_36,Aviz_37,Aviz_38,Aviz_39,Aviz_40,Aviz_41,Aviz_42,Aviz_43,Aviz_44,Aviz_45,Aviz_46,Aviz_47,Aviz_48,Aviz_49,Aviz_50,Aviz_51,Aviz_52,Aviz_53,Aviz_54,Aviz_55,Aviz_56,Aviz_57,Aviz_58,Aviz_59,Aviz_60,Aviz_61,Aviz_62,Aviz_63,Aviz_64,Aviz_65,Aviz_66,Aviz_67,Aviz_68,Aviz_69,Aviz_70,Aviz_71,Aviz_72,Aviz_73,Aviz_74,Aviz_75,Aviz_76,Aviz_77,Aviz_78,Aviz_79,Aviz_80,Aviz_81,Aviz_82,Aviz_83,Aviz_84,Aviz_85,Aviz_86,Aviz_87,Aviz_88,Aviz_89,Aviz_90,Aviz_91,Aviz_92,Aviz_93,Aviz_94,Aviz_95,Aviz_96,Aviz_97,Aviz_98,Aviz_99,Aviz_100,Aviz_101,Aviz_102,Aviz_103,Aviz_104,Aviz_105,Aviz_106,Aviz_107,Aviz_108,Aviz_109,Aviz_110,Aviz_111,Aviz_112,Aviz_113,Aviz_114
0,0,0,0,0,0,0,0,0,0,0,0,0,5.49570484683128,0,5.38006681729742,0,0,0,0,0,0,0,6.10353713030281,5.2304681245816,0,0,4.92457962275798,5.13795455090174,4.8802014831905,0,0,0,0,5.41947104784948,0,0,0,4.89990912212826,5.76580323268844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.78383074481413,5.25851276055435,0,0,0,6.10085895027901,5.14471233479953,0,0,5.50672269242072,6.05168874645529,0,5.67940914963837,0,5.85423036035341,0,0,5.12677807423936,0,0,4.70380452805804,0,0,0,0,0,0,0,4.96299499416694,0,0,0,0,0,4.81267806859763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.11029743253527,5.15663292840357,0,4.82897439992146,0,5.05681928873731,0,0,0,0,4.70380452805804,0,0,0,0,4.06280172030251,0,0,0,4.17684638718596,0,0,0,0,0,4.16343767279035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.6755417540636,0,0,5.26722182797177,0,6.37535897995998,0,0,5.55830317897498,0,6.10353713030281,0,0,0,5.9081089632623,5.13273996082406,0,6.43265352881751,5.45276494455544,6.0431934522498,0,0,5.66960511381746,0,5.91693375829023,0,0,6.44567479274233,5.46589917092941,6.21715835123465,4.84159241880364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.07175361680645,0,5.58200830950353,0,0,5.22857694878842,0,5.95950704431306,0,0,5.83124322248838,0,5.2304681245816,0,0,5.9081089632623,0,5.48179365587496,0,0,5.44497081551454,4.93536441729202,0,5.58190044259241,5.89379589033306,0,5.36576121700447,0,0,4.98007437773681,5.67507466940239,5.68163025951171,5.18615950289371,0,5.21748299645243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.97105206655826,0,0,0,6.41174813737147,5.56344540270802,5.8637632161965,0,0,5.3950164607977,0,5.21119269397959,0,5.27629330826499,6.61427902716894,0,0,0,0,5.13273996082406,5.48179365587496,0,0,0,5.27797733767834,0,0,6.40586375949013,6.14272218689488,0,5.09938256912343,0,0,0,6.07715902119813,0,4.98779806035429,0,5.278389862353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.18227268617872,0,0,0,0,0,0,0,4.91045649641169,0,0,0,0,0,4.06280172030251,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99251806173799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96239366715177,0,0,0,0,4.92457962275798,0,0,6.43265352881751,0,0,0,0,5.45683248975339,6.09704122588598,0,0,5.12054319352939,0,5.76034575275136,0,0,6.39675170353571,4.96547402424546,6.02806144779909,0,0,0,4.93766718996035,5.27744441709956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.24327504750442,5.5470618847519,6.04225051500683,0,0,5.60146410701331,0,6.2667755363853,0,6.47019863925472,5.70177290550768,0,5.13795455090174,0,0,5.45276494455544,5.44497081551454,5.27797733767834,0,5.45683248975339,0,5.24986752704485,0,0,6.01316056715373,0,5.78318760295362,0,0,5.8171094673074,5.3388543166548,6.74228851965025,5.32730532430262,0,5.14122722450174,5.91308990324428,5.84264884740568,0,5.62512275705335,0,0,0,5.45779916733094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61952841759028,0,0,0,0,0,0,0,0,0,5.12486908227909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06888005919625,0,0,0,0,4.8802014831905,0,0,6.0431934522498,4.93536441729202,0,0,6.09704122588598,5.24986752704485,0,0,0,5.14873792895395,0,6.21602025744655,0,0,5.67360686486697,5.42548475285879,6.22931339257606,4.84608607421112,0,0,4.88030268274657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
